"artist","song","song_length","session_id","item_in_session"
"Sherwood","The last to know","122.77506","548","37"
"Gordon Lightfoot","Steel Rail Blues","172.61669","548","40"
"The Temper Trap","Fader","192.67873","548","41"
"Moby","South Side","228.25751","548","42"
"Toby Keith","How Do You Like Me Now?!","207.46404","548","43"
"Joe Vasconcellos","Me Demoro (vivo)","255.92118","548","44"
"Mike Jones","Next To You   (Explicit Album Version)","222.58893","548","45"
"MercyME","In You","257.51465","548","46"
"Disturbed","Just Stop (Album Version)","223.45098","553","0"
"Armand Van Helden & A-TRAK Present Duck Sauce","aNYway","325.0673","548","47"
"Jack Johnson","Crying Shame","185.99138","58","6"
"Alliance Ethnik","Creil City","265.76934","553","1"
"blessthefall","Higinia (Album Version)","166.45179","58","7"
"The Spades","Gotta Get Some","84.84526","548","48"
"Subhumans","Rain","209.37098","548","49"
"Killswitch Engage","This Is Goodbye (Album Version)","257.20118","548","50"
"Wishbone Ash","Persephone","221.54404","548","51"
"Cartola","Tive Sim","127.242","548","52"
"Joa~o Gilberto","Samba De Una Nota SoÃÂ´","98.14159","548","53"
"Blufeld","On A Deeper Level","396.93016","548","54"
"Carpenters","(They Long To Be) Close To You","276.06159","548","55"
"Komeda","Brother","261.72036","548","56"
"Bond","Fuego","181.68118","479","0"
"The Hooters","Johnny B.","240.43057","548","57"
"BeyoncÃÂ©","Halo","261.74649","529","0"
"Dido","Thank You","217.83465","479","4"
"John Michael Montgomery","Beer And Bones","217.0771","479","5"
"Sarah Connor / Naturally 7","Music Is The Key","277.10649","479","6"
"Macaco","Con La Mano LevantÃÂ¡","202.4224","479","7"
"Franz Ferdinand","This Fire","254.69342","479","8"
"Green Day","American Idiot [feat. Green Day & The Cast Of American Idiot] (Album Version)","185.12934","548","59"
"OneRepublic","Everybody Loves Me","218.95791","479","9"
"Aqua","Doctor Jones","201.92608","548","60"
"Craig Chaquico","Kyle's World","279.64036","479","10"
"Joshua Radin","I'd Rather Be With You","169.32526","548","61"
"Memphis Jug Band","K.C. Moan","150.80444","479","11"
"Underoath","A Boy Brushed Red Living In Black And White","268.042","548","62"
"Roses Are Red","Time Signals Progress","258.82077","479","12"
"Jay-Z","D'Evils","212.27057","548","63"
"Marilyn Manson","The Beautiful People","218.8273","479","13"
"Taylor Swift","Tim McGraw","232.09751","548","64"
"Erasure","Fingers And Thumbs (Cold Summer's Day) (Sound Factory Remix)","584.25424","479","14"
"Casiotone For The Painfully Alone","Hot Boyz (w/ Dear Nora)","210.12853","548","65"
"The Corrs","Breathless","205.94893","548","66"
"Black Stone Cherry","Big City Lights (Album Version)","261.79873","548","67"
"The Kooks","Naive","203.96363","479","15"
"Band Of Horses","Marry Song (Album)","203.25832","479","16"
"BeyoncÃÂ©","Gift From Virgo","163.70893","548","68"
"Metric","Gold Guns Girls","245.52444","548","69"
"Miley Cyrus","Hoedown Throwdown","180.84526","479","17"
"Stars","Violent","225.82812","479","19"
"K'Naan","Wavin'  Flag","220.49914","548","70"
"The Corrs","When The Stars Go Blue (Featuring Bono) (Disclab Remix)","238.44526","479","20"
"Binary Star","Evolution Of Man","362.84036","548","71"
"Florence + The Machine","Dog Days Are Over (Radio Edit)","219.66322","479","21"
"Reverend And The Makers","Heavyweight Champion Of The World","209.81506","548","72"
"Les Humphries Singers","Mama Loo","222.79791","479","22"
"John Waite","Missing You","269.76608","548","73"
"CKY","Familiar Realm","240.27383","479","23"
"R.I.O.","When The Sun Comes Down","217.12934","548","74"
"BeyoncÃÂ©","Halo","261.74649","479","24"
"Calle 13","Electro Movimiento","196.98893","548","75"
"Chris Bathgate","Coda","324.98893","479","25"
"Discovery","So Insane","192.522","548","76"
"Griffin House","Better Than Love","226.42893","548","77"
"Beastie Boys","The Maestro","172.22485","479","26"
"Raphael Saadiq featuring Stevie Wonder and CJ","Never Give You Up","252.94322","421","1"
"Dead Meadow","Keep On Walking","181.41995","479","27"
"59 Times the Pain","Found Home","144.95302","548","78"
"Third World","1865 (96ÃÂº In The Shade)","268.79955","548","79"
"Nine Inch Nails","Dead Souls (LP Version)","293.69424","522","1"
"Bon Jovi","Livin' On A Prayer","250.69669","479","28"
"Kid Cudi / MGMT / Ratatat","Pursuit Of Happiness (nightmare)","295.67955","479","29"
"Maria BethÃÂ¢nia","Onde Estara O Meu Amor","212.34893","548","80"
"David Cook","Come Back to Me","248.00608","522","2"
"Green Day","American Idiot [feat. Green Day & The Cast Of American Idiot] (Album Version)","185.12934","548","81"
"Feist","1234","183.58812","522","3"
"The Cat Empire","The Lost Song","200.35873","479","30"
"Angels and Airwaves","The Gift","302.05342","568","0"
"Brisa RochÃÂ©","Intermission 1","48.19546","522","4"
"Saving Abel","Sailed Away","258.42893","479","31"
"Mystery Jets","Hand Me Down","245.02812","522","5"
"Eminem","The Real Slim Shady","284.18567","479","32"
"Anna Ternheim","To Be Gone","166.86975","522","6"
"Color Me Badd","Close To Heaven (Album Version)","259.63057","522","7"
"Jimmy Eat World","The Middle","166.00771","479","33"
"Reel Big Fish","We Care","289.61914","522","8"
"The Upsetters","Dub So","231.44444","479","34"
"Insane Clown Posse","Piggy Pie (Old School)","262.89587","479","35"
"The Strokes","Reptilia","218.56608","522","9"
"Yazoo","Good Times","269.16526","479","36"
"Thrice","Of Dust And Nations","291.76118","522","10"
"Jacky Terrasson","Le Jardin d'Hiver","342.7522","568","5"
"Armin van Buuren","Never Say Never","452.23138","479","37"
"Relient K","Silent Night/Away In A Manger (Album Version)","138.81424","522","11"
"Nick Cave & The Bad Seeds","Spell","265.27302","522","12"
"Akcent","9 Mai","235.44118","568","6"
"Riverboat Gamblers","Hey! Hey! Hey!","122.04363","522","13"
"Ikonika","Continue?","157.25669","479","38"
"The Tallest Man On Earth","Thousand Ways","175.43791","522","14"
"Drowning Pool","Bodies","201.63873","568","7"
"Justin Timberlake","What Goes Around...Comes Around","313.0771","479","40"
"The Pussycat Dolls","Magic","221.3873","522","15"
"KC And The Sunshine Band","It's The Same Old Song","262.1122","568","8"
"Gary Allan","Today","237.53098","479","41"
"Rebelution","Suffering","244.55791","522","16"
"Jaci Velasquez","Something (Album Version)","200.95955","568","9"
"Nate Dogg feat.  Warren G","Nobody Does It Better","271.59465","479","42"
"Soulja Boy Tell'em","Crank That (Soulja Boy)","224.91383","522","17"
"Chuck Berry","Roll Over Beethoven","147.06893","568","10"
"Band Of Horses","Lamb on the Lam (In the City) (Album)","50.59873","568","11"
"Dwight Yoakam","You're The One","239.3073","522","18"
"The Format","Inches And Falling (I Love_ Love) (Live)","225.802","479","43"
"K-OS","I Wish I Knew Natalie Portman","189.64853","568","13"
"Amy Winehouse","Me & Mr Jones","151.562","522","19"
"Harmonia","Sehr kosmisch","655.77751","568","14"
"Steely Dan","With A Gun","138.84036","522","20"
"Katrina & The Waves","The Game Of Love","199.73179","522","21"
"The Pussycat Dolls","Love The Way You Love Me","200.9073","522","22"
"Decyfer Down","I'll Breathe For You","214.17751","522","23"
"Bow Wow & Omarion","Girlfriend","284.83873","568","15"
"The Velvet Underground / Nico","All Tomorrow's Parties","360.09751","522","24"
"The Killers","A Dustland Fairytale","225.12281","538","1"
"Kassav'","Medley Jacob","446.74567","522","25"
"The Tragically Hip","Coffee Girl","226.16771","522","26"
"Ryan Adams","Everybody Knows","145.08363","559","1"
"El Cuarteto De Nos","Hoy Estoy Raro","280.2673","522","27"
"Foo Fighters","Over And Out","316.18567","559","2"
"Phil Keaggy","Paintin' The Town (Album Version)","376.0322","522","28"
"Local H","Bound For The Floor","223.00689","559","3"
"David Benoit","Jump Start","288.96608","559","4"
"Gang Of Four","Damaged Goods","207.25506","522","29"
"Darius Rucker","Alright","230.39955","559","5"
"Chris Bathgate","Coda","324.98893","559","6"
"The Offspring","It'll Be a Long Time (Album Version)","163.3171","559","7"
"Kings Of Leon","McFearless","189.1522","559","8"
"Caribou","Kaili","282.33098","559","9"
"Nine Inch Nails","Closer","373.2371","559","10"
"ATB","Rising Moon","191.7122","559","11"
"Coldplay","Yellow","268.38159","559","12"
"Cage The Elephant","Ain't No Rest For The Wicked (Original Version)","175.12444","559","13"
"Jack Johnson","Bubble Toes","236.93016","559","14"
"Klaxons","Golden Skans","166.79138","559","15"
"Three 6 Mafia vs. TiÃÂ«sto with Sean Kingston and Flo Rida","Feel It","241.05751","559","16"
"Kid Cudi","Cudi Zone","259.00363","559","17"
"Rihanna","Don't Stop The Music","269.37424","559","18"
"Brooks & Dunn","He's Got You","191.79057","557","1"
"ILS","No Soul (High Contrast Remix)","350.61506","559","19"
"Reel Big Fish","Ban The Tube Top","190.69342","557","2"
"Pearl Jam","Oceans","161.48853","559","20"
"Lucero","I'll Just Fall","231.94077","557","3"
"Armin van Buuren","Never Say Never","452.23138","559","21"
"Usher Featuring Lil' Jon & Ludacris","Yeah!","250.38322","557","4"
"Ice Cube","It Was A Good Day","252.02893","498","1"
"The New Pornographers","Use It","206.81098","557","5"
"Righteous Brothers","Unchained Melody","215.90159","559","22"
"Toto La Momposina","Curura","299.02322","498","2"
"Motion City Soundtrack","Everything Is Alright (Album Version)","206.34077","557","6"
"Misfits","Kong Unleashed (Album Version)","45.47873","559","23"
"Kid Cudi / MGMT / Ratatat","Pursuit Of Happiness (nightmare)","295.67955","559","24"
"Drowning Pool","Bodies","201.63873","557","8"
"Cocteau Twins","Strange Fruit","110.602","557","9"
"Owl City","The Technicolor Phase","267.65016","559","25"
"Billy Currington","Good Directions","215.82322","557","10"
"Soul II Soul","How Long","239.67302","557","11"
"David Gray","Disappearing World (Album Version)","304.77016","559","26"
"Bill Engvall","Here's Your Sign Christmas (Album Version)","148.84526","557","12"
"Tub Ring","Invalid","233.69098","559","27"
"Eels","Efils' God","199.65342","557","13"
"Frightened Rabbit","Yes_ I Would","278.72608","559","28"
"Hit-O-Matic","Melody Of Life","229.27628","557","14"
"zebrahead","With Legs Like That","187.34975","557","15"
"Creedence Clearwater Revival","Born On The Bayou","315.42812","559","29"
"Foo Fighters","Everlong","250.14812","557","16"
"Atheist","On They Slay","241.05751","559","30"
"The Killers","Romeo And Juliet","327.91465","557","17"
"T.I.","Why You Wanna (Amended Album Version)","214.77832","559","31"
"Tori Amos Featuring Damien Rice","The Power of Orange Knickers","215.82322","557","18"
"Peggy Zina","Ftes","287.00689","559","32"
"Anna Tatangelo","Il Mio Amico","218.93179","552","0"
"Dave Grusin","St. Elsewhere","255.50322","557","19"
"Tim Christensen","Jump The Gun","204.17261","558","0"
"Bon Iver","Blindsided","329.24689","559","33"
"The Exies","Baptize Me","217.88689","558","1"
"The Whitest Boy Alive","Fireworks (bonus track)","191.29424","559","34"
"Kanye West","Flashing Lights","238.52363","558","2"
"Bright Eyes","Poison Oak (Album Version)","279.87546","559","35"
"Felt","Sunlight Bathed the Golden Glow","171.57179","558","3"
"Alice Deejay","Better Off Alone","216.5024","558","8"
"Murder By Death","Ball & Chain","182.25587","559","36"
"Smash Mouth","Walkin' On The Sun","206.36689","559","37"
"Nine Inch Nails","Just Like You Imagined","229.82485","558","9"
"Lauryn Hill","Tell Him","280.81587","559","38"
"Justin Bieber","Somebody To Love","220.89098","558","10"
"Junior Kimbrough And The Soul Blues Boys","All Night Long","350.58893","571","1"
"Holy Fuck","Tonebank Computer","428.72118","558","11"
"Jes","Closer","233.87383","559","39"
"The Killers","When You Were Young","220.89098","559","40"
"Anberlin","Stationary Stationery","178.23302","559","41"
"Travie McCoy","Billionaire [feat. Bruno Mars]  (Explicit Album Version)","211.12118","559","42"
"Marc Almond","Only The Moment (All The Time In The World Mix)","387.65669","559","43"
"Guildo Horn","Aber Dich Gibt's Nur Einmal FÃÂ¼r Mich","240.37832","559","44"
"DJ Paul","You Scared","208.45669","559","45"
"Elliott Smith","Between The Bars","141.42649","559","46"
"Angus & Julia Stone","Silver Coin","295.81016","559","47"
"Umberto Tozzi","Gabbie","369.13587","495","0"
"Lonnie Gordon","Catch You Baby (Steve Pitron & Max Sanna Radio Edit)","181.21098","476","0"
"50 Cent","P.I.M.P.","249.52118","559","48"
"Olivia Newton-John","Hochmah (Interlude)","132.23138","476","1"
"snoop Dogg Featuring The Dramatics_ Lil' Half Dead","Ballin' (Explicit) (Feat. The Dramatics_ Lil' Half Dead)","319.99955","495","1"
"Daft Punk","Da Funk / Dadftendirekt","396.82567","559","49"
"Radiohead","Talk Show Host","255.42485","495","2"
"Phil Collins","Something Happened On The Way To Heaven","291.00363","572","0"
"The Black Keys","All Hands Against His Own","196.91057","559","50"
"Lupe Fiasco","Shining Down [feat. Matthew Santos] (Amended Album Version)","273.94567","495","3"
"Franz Ferdinand","Take Me Out","247.24853","559","51"
"The Spill Canvas","Bracelets (LP Version)","204.90404","572","1"
"Kings Of Leon","Use Somebody","231.81016","559","52"
"James Blunt","Goodbye My Lover","257.95873","544","1"
"The Hush Sound","We Intertwined (Album Version)","196.28363","559","53"
"The All-American Rejects","Move Along","238.86322","559","54"
"Joseph Arthur","Enough To Get Away With","167.75791","559","55"
"Nek","Parliamo al singolare","211.12118","559","56"
"Joe Satriani","Always With Me_ Always With You","201.63873","559","57"
"Iron & Wine","Each Coming Night","205.89669","559","58"
"Scritti Politti","Wood Beez","286.9024","559","59"
"The Bats","Crow Song","367.12444","585","1"
"Wolfmother","Joker And The Thief","280.86812","574","0"
"Starting Rock Feat. Diva Avari","Don't Go","367.62077","534","0"
"Jason Mraz","Wordplay (Album Version)","187.50649","585","2"
"Klaxons","Totem On The Timeline","161.07057","574","1"
"Caifanes","Nubes","273.99791","585","3"
"Information Society","The Seeds of Pain","281.80853","565","1"
"Nirvana","You Know You're Right","218.06975","574","2"
"Erykah Badu","Me","336.45669","534","1"
"Kid Cudi","Up Up & Away","227.34322","574","3"
"That Petrol Emotion","Sooner Or Later","265.1424","565","2"
"K-Ci & JoJo","All My Life","331.31057","534","2"
"Neil Young","Love And Only Love (1991 Live LP Version)","557.13914","574","4"
"The Smiths","Cemetery Gates","159.08526","534","3"
"Enrique Iglesias","DÃÂ­melo","217.99138","534","4"
"You Me At Six","Always Attract","366.41914","574","5"
"Kanye West","We Don't Care","242.93832","534","5"
"Mariah Carey / Twista","One And Only","194.7424","534","6"
"Screamin' Jay Hawkins","Heart Attack and Vine","265.50812","574","6"
"Justin Timberlake","Like I Love You","283.84608","534","7"
"Marc Et Claude","I Need Your Lovin' (Like The Sunshine) (Radio Edit)","220.86485","549","0"
"Sparklehorse","Marigold","220.3424","574","7"
"Hollywood Undead","No. 5","185.20771","534","9"
"Violet Indiana","Hiding","226.87302","574","8"
"Coldplay","Politik","318.6673","493","0"
"Linkin Park","New Divide (Album Version)","268.61669","493","1"
"Eliza Doolittle","Police Car","200.30649","574","10"
"Great Lake Swimmers","Bodies and Minds","228.54485","574","11"
"Jackson Conti","Tijuca Man","158.64118","574","12"
"Parov Stelar","KissKiss","281.5473","574","13"
"Skalpel","Test Drive","163.49995","504","0"
"Tiga & Zyntherius","Sunglasses At Night","502.85669","574","14"
"Master P","Light It Up (LP Version)","205.42649","504","1"
"Jimmy Eat World","Drugs Or Me","385.802","504","2"
"Justin Timberlake","LoveStoned/I Think She Knows","277.9424","574","15"
"FM Static","Definitely Maybe","170.81424","574","16"
"Bill Conti","Gonna Fly Now (Theme From ""Rocky"")","169.97832","574","17"
"Arctic Monkeys","Crying Lightning","224.83546","578","1"
"Eagles","Hotel California","372.29669","574","18"
"The Postal Service","Such Great Heights","266.47465","574","19"
"Scott Matthews","City Headache","299.72853","574","20"
"Mazzy Star","Unreflected","222.1971","574","21"
"Pendulum","Blood sugar","312.97261","574","22"
"Avril Lavigne","Complicated","244.50567","574","23"
"El Koala","Lola","213.62893","574","24"
"Musiq","Love","304.69179","574","25"
"Los Pericos","Nada Que Perder (Live)","263.44444","574","26"
"Holy Fuck","Milkshake","209.76281","540","0"
"Cash Cash","Electric Hearts","212.16608","540","1"
"OutKast","God","140.17261","540","2"
"Tab Benoit","Jambalaya","221.09995","540","3"
"Atomic Kitten","Eternal Flame (Single Version)","197.32853","574","28"
"August Burns Red","Composure","252.21179","540","4"
"Nickelback","If Today Was Your Last Day (Album Version)","248.05832","574","29"
"Dropkick Murphys","The Wild Rover (Album Version)","205.66159","574","30"
"Nocturnal Rites","The Vision","260.62322","574","31"
"Tony Bennett & k.d. lang","That's My Home","188.26404","334","0"
"Wyclef Jean featuring Akon_ Lil Wayne_ and introducing Niia","Sweetest Girl (Dollar Bill)","239.43791","574","32"
"ZÃÂ©lia Duncan","Catedral ( Catedral Song)","170.78812","574","33"
"BjÃÂ¶rk","Undo","348.57751","574","34"
